trade_date,signal_ts,entry_ts,signal_name,signal_group,requested_structure,membership_id,trade_id
2022-01-05,2022-01-05 07:52:00+00:00,2022-01-05 07:53:00+00:00,zero_down,zero_crossing,long_iron_condor,802,748
2022-01-06,2022-01-06 05:14:00+00:00,2022-01-06 05:15:00+00:00,q70_up,percentile_crossing,short_iron_condor,803,749
2022-01-06,2022-01-06 05:14:00+00:00,2022-01-06 05:15:00+00:00,q75_up,percentile_crossing,short_iron_condor,804,749
2022-01-06,2022-01-06 05:14:00+00:00,2022-01-06 05:15:00+00:00,zero_up,zero_crossing,short_iron_condor,805,749
2022-01-06,2022-01-06 05:15:00+00:00,2022-01-06 05:16:00+00:00,q80_up,percentile_crossing,short_iron_condor,806,750
2022-01-06,2022-01-06 05:19:00+00:00,2022-01-06 05:20:00+00:00,q80_down,percentile_crossing,short_iron_condor,807,751
2022-01-06,2022-01-06 06:07:00+00:00,2022-01-06 06:08:00+00:00,q85_up,percentile_crossing,short_iron_condor,808,752
2022-01-06,2022-01-06 06:11:00+00:00,2022-01-06 06:12:00+00:00,q85_down,percentile_crossing,short_iron_condor,809,753
2022-01-06,2022-01-06 06:38:00+00:00,2022-01-06 06:39:00+00:00,q70_down,percentile_crossing,short_iron_condor,810,754
2022-01-06,2022-01-06 06:38:00+00:00,2022-01-06 06:39:00+00:00,q75_down,percentile_crossing,short_iron_condor,811,754
2022-01-07,2022-01-07 08:16:00+00:00,2022-01-07 08:17:00+00:00,reversal_bottom,tail_reversal,short_iron_condor,812,755
2022-01-10,2022-01-10 06:08:00+00:00,2022-01-10 06:09:00+00:00,zero_up,zero_crossing,short_iron_condor,813,756
2022-01-10,2022-01-10 06:17:00+00:00,2022-01-10 06:18:00+00:00,zero_down,zero_crossing,long_iron_condor,814,757
2022-01-10,2022-01-10 07:23:00+00:00,2022-01-10 07:24:00+00:00,q70_up,percentile_crossing,short_iron_condor,815,758
2022-01-10,2022-01-10 07:33:00+00:00,2022-01-10 07:34:00+00:00,q70_down,percentile_crossing,short_iron_condor,816,759
2022-01-11,2022-01-11 05:53:00+00:00,2022-01-11 05:54:00+00:00,zero_up,zero_crossing,short_iron_condor,817,760
2022-01-11,2022-01-11 06:04:00+00:00,2022-01-11 06:05:00+00:00,q70_up,percentile_crossing,short_iron_condor,818,761
2022-01-11,2022-01-11 06:11:00+00:00,2022-01-11 06:12:00+00:00,q70_down,percentile_crossing,short_iron_condor,819,762
2022-01-11,2022-01-11 07:37:00+00:00,2022-01-11 07:38:00+00:00,q75_up,percentile_crossing,short_iron_condor,820,763
2022-01-11,2022-01-11 07:39:00+00:00,2022-01-11 07:40:00+00:00,q75_down,percentile_crossing,short_iron_condor,821,764
2022-01-11,2022-01-11 07:57:00+00:00,2022-01-11 07:58:00+00:00,q80_up,percentile_crossing,short_iron_condor,822,765
2022-01-11,2022-01-11 08:09:00+00:00,2022-01-11 08:10:00+00:00,q80_down,percentile_crossing,short_iron_condor,823,766
2022-01-12,2022-01-12 04:52:00+00:00,2022-01-12 04:53:00+00:00,q70_up,percentile_crossing,short_iron_condor,824,767
2022-01-12,2022-01-12 04:56:00+00:00,2022-01-12 04:57:00+00:00,q70_down,percentile_crossing,short_iron_condor,825,768
2022-01-12,2022-01-12 05:36:00+00:00,2022-01-12 05:37:00+00:00,zero_up,zero_crossing,short_iron_condor,826,769
2022-01-12,2022-01-12 08:39:00+00:00,2022-01-12 08:40:00+00:00,zero_down,zero_crossing,long_iron_condor,827,770
2022-01-13,2022-01-13 04:52:00+00:00,2022-01-13 04:53:00+00:00,q70_down,percentile_crossing,short_iron_condor,828,771
2022-01-13,2022-01-13 06:18:00+00:00,2022-01-13 06:19:00+00:00,zero_up,zero_crossing,short_iron_condor,829,772
2022-01-13,2022-01-13 06:28:00+00:00,2022-01-13 06:29:00+00:00,q70_up,percentile_crossing,short_iron_condor,830,773
2022-01-13,2022-01-13 06:28:00+00:00,2022-01-13 06:29:00+00:00,q75_up,percentile_crossing,short_iron_condor,831,773
2022-01-13,2022-01-13 06:30:00+00:00,2022-01-13 06:31:00+00:00,q80_up,percentile_crossing,short_iron_condor,832,774
2022-01-13,2022-01-13 07:08:00+00:00,2022-01-13 07:09:00+00:00,q85_up,percentile_crossing,short_iron_condor,833,775
2022-01-13,2022-01-13 07:15:00+00:00,2022-01-13 07:16:00+00:00,q85_down,percentile_crossing,short_iron_condor,834,776
2022-01-13,2022-01-13 07:54:00+00:00,2022-01-13 07:55:00+00:00,q80_down,percentile_crossing,short_iron_condor,835,777
2022-01-13,2022-01-13 08:13:00+00:00,2022-01-13 08:14:00+00:00,q75_down,percentile_crossing,short_iron_condor,836,778
2022-01-17,2022-01-17 05:55:00+00:00,2022-01-17 05:56:00+00:00,zero_up,zero_crossing,short_iron_condor,837,779
2022-01-17,2022-01-17 06:51:00+00:00,2022-01-17 06:52:00+00:00,zero_down,zero_crossing,long_iron_condor,838,780
2022-01-17,2022-01-17 08:05:00+00:00,2022-01-17 08:06:00+00:00,q70_up,percentile_crossing,short_iron_condor,839,781
2022-01-17,2022-01-17 08:23:00+00:00,2022-01-17 08:24:00+00:00,q75_up,percentile_crossing,short_iron_condor,840,782
2022-01-17,2022-01-17 08:38:00+00:00,2022-01-17 08:39:00+00:00,q75_down,percentile_crossing,short_iron_condor,841,783
2022-01-18,2022-01-18 06:02:00+00:00,2022-01-18 06:03:00+00:00,zero_up,zero_crossing,short_iron_condor,842,784
2022-01-18,2022-01-18 06:42:00+00:00,2022-01-18 06:43:00+00:00,q70_up,percentile_crossing,short_iron_condor,843,785
2022-01-18,2022-01-18 06:59:00+00:00,2022-01-18 07:00:00+00:00,q75_up,percentile_crossing,short_iron_condor,844,786
2022-01-18,2022-01-18 07:23:00+00:00,2022-01-18 07:24:00+00:00,q75_down,percentile_crossing,short_iron_condor,845,787
2022-01-18,2022-01-18 07:37:00+00:00,2022-01-18 07:38:00+00:00,q70_down,percentile_crossing,short_iron_condor,846,788
2022-01-18,2022-01-18 07:58:00+00:00,2022-01-18 07:59:00+00:00,zero_down,zero_crossing,long_iron_condor,847,789
2022-01-19,2022-01-19 05:58:00+00:00,2022-01-19 05:59:00+00:00,reversal_bottom,tail_reversal,short_iron_condor,848,790
2022-01-20,2022-01-20 05:26:00+00:00,2022-01-20 05:27:00+00:00,zero_up,zero_crossing,short_iron_condor,849,791
2022-01-20,2022-01-20 05:27:00+00:00,2022-01-20 05:28:00+00:00,q70_up,percentile_crossing,short_iron_condor,850,792
2022-01-20,2022-01-20 05:28:00+00:00,2022-01-20 05:29:00+00:00,q75_up,percentile_crossing,short_iron_condor,851,793
2022-01-20,2022-01-20 05:30:00+00:00,2022-01-20 05:31:00+00:00,q80_up,percentile_crossing,short_iron_condor,852,794
2022-01-20,2022-01-20 05:34:00+00:00,2022-01-20 05:35:00+00:00,q85_up,percentile_crossing,short_iron_condor,853,795
2022-01-20,2022-01-20 05:47:00+00:00,2022-01-20 05:48:00+00:00,q85_down,percentile_crossing,short_iron_condor,854,796
2022-01-20,2022-01-20 06:00:00+00:00,2022-01-20 06:01:00+00:00,q90_up,percentile_crossing,short_iron_condor,855,797
2022-01-20,2022-01-20 06:05:00+00:00,2022-01-20 06:06:00+00:00,q90_down,percentile_crossing,short_iron_condor,856,798
2022-01-20,2022-01-20 06:43:00+00:00,2022-01-20 06:44:00+00:00,q80_down,percentile_crossing,short_iron_condor,857,799
2022-01-20,2022-01-20 06:43:00+00:00,2022-01-20 06:44:00+00:00,reversal_top,tail_reversal,long_iron_condor,858,799
2022-01-20,2022-01-20 07:32:00+00:00,2022-01-20 07:33:00+00:00,q70_down,percentile_crossing,short_iron_condor,859,800
2022-01-20,2022-01-20 07:32:00+00:00,2022-01-20 07:33:00+00:00,q75_down,percentile_crossing,short_iron_condor,860,800
2022-01-20,2022-01-20 07:53:00+00:00,2022-01-20 07:54:00+00:00,zero_down,zero_crossing,long_iron_condor,861,801
2022-01-21,2022-01-21 06:33:00+00:00,2022-01-21 06:34:00+00:00,reversal_bottom,tail_reversal,short_iron_condor,862,802
2022-01-24,2022-01-24 05:31:00+00:00,2022-01-24 05:32:00+00:00,reversal_bottom,tail_reversal,short_iron_condor,863,803
2022-01-25,2022-01-25 07:01:00+00:00,2022-01-25 07:02:00+00:00,reversal_bottom,tail_reversal,short_iron_condor,864,804
2022-01-27,2022-01-27 04:59:00+00:00,2022-01-27 05:00:00+00:00,reversal_bottom,tail_reversal,short_iron_condor,865,805
2022-01-27,2022-01-27 05:30:00+00:00,2022-01-27 05:31:00+00:00,q70_up,percentile_crossing,short_iron_condor,866,806
2022-01-27,2022-01-27 05:30:00+00:00,2022-01-27 05:31:00+00:00,q75_up,percentile_crossing,short_iron_condor,867,806
2022-01-27,2022-01-27 05:30:00+00:00,2022-01-27 05:31:00+00:00,zero_up,zero_crossing,short_iron_condor,868,806
2022-01-27,2022-01-27 05:34:00+00:00,2022-01-27 05:35:00+00:00,q70_down,percentile_crossing,short_iron_condor,869,807
2022-01-27,2022-01-27 05:34:00+00:00,2022-01-27 05:35:00+00:00,q75_down,percentile_crossing,short_iron_condor,870,807
2022-01-27,2022-01-27 05:34:00+00:00,2022-01-27 05:35:00+00:00,zero_down,zero_crossing,long_iron_condor,871,807
2022-01-27,2022-01-27 05:52:00+00:00,2022-01-27 05:53:00+00:00,q80_up,percentile_crossing,short_iron_condor,872,808
2022-01-27,2022-01-27 05:52:00+00:00,2022-01-27 05:53:00+00:00,q85_up,percentile_crossing,short_iron_condor,873,808
2022-01-27,2022-01-27 05:52:00+00:00,2022-01-27 05:53:00+00:00,q90_up,percentile_crossing,short_iron_condor,874,808
2022-01-27,2022-01-27 05:58:00+00:00,2022-01-27 05:59:00+00:00,q95_up,percentile_crossing,short_iron_condor,875,809
2022-01-27,2022-01-27 06:10:00+00:00,2022-01-27 06:11:00+00:00,q95_down,percentile_crossing,short_iron_condor,876,810
2022-01-27,2022-01-27 07:03:00+00:00,2022-01-27 07:04:00+00:00,q90_down,percentile_crossing,short_iron_condor,877,811
2022-01-27,2022-01-27 07:04:00+00:00,2022-01-27 07:05:00+00:00,q85_down,percentile_crossing,short_iron_condor,878,812
2022-01-28,2022-01-28 05:49:00+00:00,2022-01-28 05:50:00+00:00,q70_up,percentile_crossing,short_iron_condor,879,813
2022-01-28,2022-01-28 05:49:00+00:00,2022-01-28 05:50:00+00:00,q75_up,percentile_crossing,short_iron_condor,880,813
2022-01-28,2022-01-28 05:49:00+00:00,2022-01-28 05:50:00+00:00,zero_up,zero_crossing,short_iron_condor,881,813
2022-01-28,2022-01-28 06:11:00+00:00,2022-01-28 06:12:00+00:00,q80_up,percentile_crossing,short_iron_condor,882,814
2022-01-28,2022-01-28 06:11:00+00:00,2022-01-28 06:12:00+00:00,q85_up,percentile_crossing,short_iron_condor,883,814
2022-01-28,2022-01-28 06:31:00+00:00,2022-01-28 06:32:00+00:00,q90_up,percentile_crossing,short_iron_condor,884,815
2022-01-28,2022-01-28 06:41:00+00:00,2022-01-28 06:42:00+00:00,q90_down,percentile_crossing,short_iron_condor,885,816
2022-01-28,2022-01-28 06:50:00+00:00,2022-01-28 06:51:00+00:00,q85_down,percentile_crossing,short_iron_condor,886,817
2022-01-28,2022-01-28 07:14:00+00:00,2022-01-28 07:15:00+00:00,reversal_top,tail_reversal,long_iron_condor,887,818
2022-01-28,2022-01-28 07:16:00+00:00,2022-01-28 07:17:00+00:00,q80_down,percentile_crossing,short_iron_condor,888,819
2022-01-28,2022-01-28 07:27:00+00:00,2022-01-28 07:28:00+00:00,q75_down,percentile_crossing,short_iron_condor,889,820
2022-01-28,2022-01-28 07:47:00+00:00,2022-01-28 07:48:00+00:00,q70_down,percentile_crossing,short_iron_condor,890,821
2022-01-28,2022-01-28 08:12:00+00:00,2022-01-28 08:13:00+00:00,zero_down,zero_crossing,long_iron_condor,891,822
2022-01-31,2022-01-31 04:50:00+00:00,2022-01-31 04:51:00+00:00,zero_up,zero_crossing,short_iron_condor,892,823
2022-01-31,2022-01-31 04:57:00+00:00,2022-01-31 04:58:00+00:00,q90_up,percentile_crossing,short_iron_condor,893,824
2022-01-31,2022-01-31 04:58:00+00:00,2022-01-31 04:59:00+00:00,q95_up,percentile_crossing,short_iron_condor,894,825
2022-01-31,2022-01-31 05:25:00+00:00,2022-01-31 05:26:00+00:00,q95_down,percentile_crossing,short_iron_condor,895,826
2022-02-01,2022-02-01 05:59:00+00:00,2022-02-01 06:00:00+00:00,q80_down,percentile_crossing,short_iron_condor,896,827
2022-02-01,2022-02-01 05:59:00+00:00,2022-02-01 06:00:00+00:00,q85_down,percentile_crossing,short_iron_condor,897,827
2022-02-01,2022-02-01 05:59:00+00:00,2022-02-01 06:00:00+00:00,q90_down,percentile_crossing,short_iron_condor,898,827
2022-02-01,2022-02-01 05:59:00+00:00,2022-02-01 06:00:00+00:00,q95_down,percentile_crossing,short_iron_condor,899,827
2022-02-01,2022-02-01 05:59:00+00:00,2022-02-01 06:00:00+00:00,reversal_top,tail_reversal,long_iron_condor,900,827
2022-02-01,2022-02-01 06:00:00+00:00,2022-02-01 06:01:00+00:00,q75_down,percentile_crossing,short_iron_condor,901,828
2022-02-01,2022-02-01 06:01:00+00:00,2022-02-01 06:02:00+00:00,q70_down,percentile_crossing,short_iron_condor,902,829
2022-02-01,2022-02-01 06:07:00+00:00,2022-02-01 06:08:00+00:00,zero_down,zero_crossing,long_iron_condor,903,830
2022-02-02,2022-02-02 04:50:00+00:00,2022-02-02 04:51:00+00:00,q70_down,percentile_crossing,short_iron_condor,904,831
2022-02-02,2022-02-02 04:56:00+00:00,2022-02-02 04:57:00+00:00,q70_up,percentile_crossing,short_iron_condor,905,832
2022-02-02,2022-02-02 04:56:00+00:00,2022-02-02 04:57:00+00:00,q75_up,percentile_crossing,short_iron_condor,906,832
2022-02-02,2022-02-02 04:56:00+00:00,2022-02-02 04:57:00+00:00,q80_up,percentile_crossing,short_iron_condor,907,832
2022-02-02,2022-02-02 04:59:00+00:00,2022-02-02 05:00:00+00:00,q80_down,percentile_crossing,short_iron_condor,908,833
2022-02-02,2022-02-02 05:05:00+00:00,2022-02-02 05:06:00+00:00,zero_up,zero_crossing,short_iron_condor,909,834
2022-02-02,2022-02-02 05:09:00+00:00,2022-02-02 05:10:00+00:00,q75_down,percentile_crossing,short_iron_condor,910,835
2022-02-02,2022-02-02 05:09:00+00:00,2022-02-02 05:10:00+00:00,zero_down,zero_crossing,long_iron_condor,911,835
2022-02-03,2022-02-03 04:51:00+00:00,2022-02-03 04:52:00+00:00,q75_up,percentile_crossing,short_iron_condor,912,836
2022-02-03,2022-02-03 05:04:00+00:00,2022-02-03 05:05:00+00:00,q75_down,percentile_crossing,short_iron_condor,913,837
2022-02-03,2022-02-03 05:08:00+00:00,2022-02-03 05:09:00+00:00,q80_up,percentile_crossing,short_iron_condor,914,838
2022-02-03,2022-02-03 05:08:00+00:00,2022-02-03 05:09:00+00:00,zero_up,zero_crossing,short_iron_condor,915,838
2022-02-03,2022-02-03 05:16:00+00:00,2022-02-03 05:17:00+00:00,q85_up,percentile_crossing,short_iron_condor,916,839
2022-02-03,2022-02-03 05:26:00+00:00,2022-02-03 05:27:00+00:00,q90_up,percentile_crossing,short_iron_condor,917,840
2022-02-03,2022-02-03 05:33:00+00:00,2022-02-03 05:34:00+00:00,q90_down,percentile_crossing,short_iron_condor,918,841
2022-02-03,2022-02-03 08:10:00+00:00,2022-02-03 08:11:00+00:00,q95_up,percentile_crossing,short_iron_condor,919,842
2022-02-03,2022-02-03 08:23:00+00:00,2022-02-03 08:24:00+00:00,q95_down,percentile_crossing,short_iron_condor,920,843
2022-02-03,2022-02-03 09:37:00+00:00,2022-02-03 09:38:00+00:00,reversal_top,tail_reversal,long_iron_condor,921,844
2022-02-04,2022-02-04 08:49:00+00:00,2022-02-04 08:50:00+00:00,reversal_bottom,tail_reversal,short_iron_condor,922,845
2022-02-07,2022-02-07 05:28:00+00:00,2022-02-07 05:29:00+00:00,reversal_bottom,tail_reversal,short_iron_condor,923,846
2022-02-08,2022-02-08 09:04:00+00:00,2022-02-08 09:05:00+00:00,reversal_bottom,tail_reversal,short_iron_condor,924,847
2022-02-09,2022-02-09 06:08:00+00:00,2022-02-09 06:09:00+00:00,zero_up,zero_crossing,short_iron_condor,925,848
2022-02-09,2022-02-09 06:15:00+00:00,2022-02-09 06:16:00+00:00,q70_up,percentile_crossing,short_iron_condor,926,849
2022-02-09,2022-02-09 06:18:00+00:00,2022-02-09 06:19:00+00:00,q70_down,percentile_crossing,short_iron_condor,927,850
2022-02-09,2022-02-09 07:39:00+00:00,2022-02-09 07:40:00+00:00,zero_down,zero_crossing,long_iron_condor,928,851
2022-02-10,2022-02-10 05:39:00+00:00,2022-02-10 05:40:00+00:00,reversal_bottom,tail_reversal,short_iron_condor,929,852
2022-02-10,2022-02-10 05:53:00+00:00,2022-02-10 05:54:00+00:00,zero_up,zero_crossing,short_iron_condor,930,853
2022-02-10,2022-02-10 05:54:00+00:00,2022-02-10 05:55:00+00:00,q70_up,percentile_crossing,short_iron_condor,931,854
2022-02-10,2022-02-10 06:01:00+00:00,2022-02-10 06:02:00+00:00,q70_down,percentile_crossing,short_iron_condor,932,855
2022-02-10,2022-02-10 06:08:00+00:00,2022-02-10 06:09:00+00:00,q75_up,percentile_crossing,short_iron_condor,933,856
2022-02-10,2022-02-10 06:11:00+00:00,2022-02-10 06:12:00+00:00,q75_down,percentile_crossing,short_iron_condor,934,857
2022-02-10,2022-02-10 06:36:00+00:00,2022-02-10 06:37:00+00:00,q80_up,percentile_crossing,short_iron_condor,935,858
2022-02-10,2022-02-10 06:44:00+00:00,2022-02-10 06:45:00+00:00,q80_down,percentile_crossing,short_iron_condor,936,859
2022-02-10,2022-02-10 07:32:00+00:00,2022-02-10 07:33:00+00:00,q85_up,percentile_crossing,short_iron_condor,937,860
2022-02-10,2022-02-10 07:38:00+00:00,2022-02-10 07:39:00+00:00,q85_down,percentile_crossing,short_iron_condor,938,861
2022-02-10,2022-02-10 08:26:00+00:00,2022-02-10 08:27:00+00:00,q90_up,percentile_crossing,short_iron_condor,939,862
2022-02-11,2022-02-11 06:38:00+00:00,2022-02-11 06:39:00+00:00,zero_up,zero_crossing,short_iron_condor,940,863
2022-02-11,2022-02-11 07:03:00+00:00,2022-02-11 07:04:00+00:00,zero_down,zero_crossing,long_iron_condor,941,864
2022-02-14,2022-02-14 05:14:00+00:00,2022-02-14 05:15:00+00:00,reversal_bottom,tail_reversal,short_iron_condor,942,865
2022-02-14,2022-02-14 06:06:00+00:00,2022-02-14 06:07:00+00:00,zero_up,zero_crossing,short_iron_condor,943,866
2022-02-14,2022-02-14 06:27:00+00:00,2022-02-14 06:28:00+00:00,q70_up,percentile_crossing,short_iron_condor,944,867
2022-02-14,2022-02-14 06:28:00+00:00,2022-02-14 06:29:00+00:00,q75_up,percentile_crossing,short_iron_condor,945,868
2022-02-14,2022-02-14 06:36:00+00:00,2022-02-14 06:37:00+00:00,q75_down,percentile_crossing,short_iron_condor,946,869
2022-02-14,2022-02-14 06:44:00+00:00,2022-02-14 06:45:00+00:00,q80_up,percentile_crossing,short_iron_condor,947,870
2022-02-14,2022-02-14 06:52:00+00:00,2022-02-14 06:53:00+00:00,q80_down,percentile_crossing,short_iron_condor,948,871
2022-02-14,2022-02-14 08:43:00+00:00,2022-02-14 08:44:00+00:00,q70_down,percentile_crossing,short_iron_condor,949,872
2022-02-15,2022-02-15 05:15:00+00:00,2022-02-15 05:16:00+00:00,reversal_bottom,tail_reversal,short_iron_condor,950,873
2022-02-15,2022-02-15 06:07:00+00:00,2022-02-15 06:08:00+00:00,zero_up,zero_crossing,short_iron_condor,951,874
2022-02-15,2022-02-15 06:17:00+00:00,2022-02-15 06:18:00+00:00,zero_down,zero_crossing,long_iron_condor,952,875
2022-02-16,2022-02-16 05:30:00+00:00,2022-02-16 05:31:00+00:00,reversal_bottom,tail_reversal,short_iron_condor,953,876
2022-02-17,2022-02-17 05:22:00+00:00,2022-02-17 05:23:00+00:00,q70_up,percentile_crossing,short_iron_condor,954,877
2022-02-17,2022-02-17 05:22:00+00:00,2022-02-17 05:23:00+00:00,q75_up,percentile_crossing,short_iron_condor,955,877
2022-02-17,2022-02-17 05:22:00+00:00,2022-02-17 05:23:00+00:00,zero_up,zero_crossing,short_iron_condor,956,877
2022-02-17,2022-02-17 05:25:00+00:00,2022-02-17 05:26:00+00:00,q70_down,percentile_crossing,short_iron_condor,957,878
2022-02-17,2022-02-17 05:25:00+00:00,2022-02-17 05:26:00+00:00,q75_down,percentile_crossing,short_iron_condor,958,878
2022-02-17,2022-02-17 05:25:00+00:00,2022-02-17 05:26:00+00:00,zero_down,zero_crossing,long_iron_condor,959,878
2022-02-17,2022-02-17 06:26:00+00:00,2022-02-17 06:27:00+00:00,q80_up,percentile_crossing,short_iron_condor,960,879
2022-02-17,2022-02-17 06:40:00+00:00,2022-02-17 06:41:00+00:00,q85_up,percentile_crossing,short_iron_condor,961,880
2022-02-17,2022-02-17 06:50:00+00:00,2022-02-17 06:51:00+00:00,q90_up,percentile_crossing,short_iron_condor,962,881
2022-02-17,2022-02-17 07:46:00+00:00,2022-02-17 07:47:00+00:00,q90_down,percentile_crossing,short_iron_condor,963,882
2022-02-17,2022-02-17 08:42:00+00:00,2022-02-17 08:43:00+00:00,q95_up,percentile_crossing,short_iron_condor,964,883
2022-02-17,2022-02-17 08:59:00+00:00,2022-02-17 09:00:00+00:00,reversal_top,tail_reversal,long_iron_condor,965,884
2022-02-18,2022-02-18 05:43:00+00:00,2022-02-18 05:44:00+00:00,zero_up,zero_crossing,short_iron_condor,966,885
2022-02-18,2022-02-18 05:44:00+00:00,2022-02-18 05:45:00+00:00,q70_up,percentile_crossing,short_iron_condor,967,886
2022-02-18,2022-02-18 05:56:00+00:00,2022-02-18 05:57:00+00:00,q70_down,percentile_crossing,short_iron_condor,968,887
2022-02-18,2022-02-18 06:17:00+00:00,2022-02-18 06:18:00+00:00,zero_down,zero_crossing,long_iron_condor,969,888
2022-02-18,2022-02-18 07:07:00+00:00,2022-02-18 07:08:00+00:00,q75_up,percentile_crossing,short_iron_condor,970,889
2022-02-18,2022-02-18 07:16:00+00:00,2022-02-18 07:17:00+00:00,q75_down,percentile_crossing,short_iron_condor,971,890
2022-02-18,2022-02-18 08:37:00+00:00,2022-02-18 08:38:00+00:00,q80_up,percentile_crossing,short_iron_condor,972,891
2022-02-18,2022-02-18 08:41:00+00:00,2022-02-18 08:42:00+00:00,q80_down,percentile_crossing,short_iron_condor,973,892
2022-02-21,2022-02-21 07:16:00+00:00,2022-02-21 07:17:00+00:00,zero_up,zero_crossing,short_iron_condor,974,893
2022-02-21,2022-02-21 07:19:00+00:00,2022-02-21 07:20:00+00:00,zero_down,zero_crossing,long_iron_condor,975,894
2022-02-22,2022-02-22 05:10:00+00:00,2022-02-22 05:11:00+00:00,q70_up,percentile_crossing,short_iron_condor,976,895
2022-02-22,2022-02-22 05:13:00+00:00,2022-02-22 05:14:00+00:00,q70_down,percentile_crossing,short_iron_condor,977,896
2022-02-22,2022-02-22 05:24:00+00:00,2022-02-22 05:25:00+00:00,zero_up,zero_crossing,short_iron_condor,978,897
2022-02-22,2022-02-22 05:30:00+00:00,2022-02-22 05:31:00+00:00,zero_down,zero_crossing,long_iron_condor,979,898
2022-02-22,2022-02-22 05:39:00+00:00,2022-02-22 05:40:00+00:00,q75_up,percentile_crossing,short_iron_condor,980,899
2022-02-22,2022-02-22 05:39:00+00:00,2022-02-22 05:40:00+00:00,q80_up,percentile_crossing,short_iron_condor,981,899
2022-02-22,2022-02-22 05:47:00+00:00,2022-02-22 05:48:00+00:00,q85_up,percentile_crossing,short_iron_condor,982,900
2022-02-22,2022-02-22 06:08:00+00:00,2022-02-22 06:09:00+00:00,q85_down,percentile_crossing,short_iron_condor,983,901
2022-02-22,2022-02-22 06:11:00+00:00,2022-02-22 06:12:00+00:00,q80_down,percentile_crossing,short_iron_condor,984,902
2022-02-22,2022-02-22 06:22:00+00:00,2022-02-22 06:23:00+00:00,q75_down,percentile_crossing,short_iron_condor,985,903
2022-02-22,2022-02-22 07:28:00+00:00,2022-02-22 07:29:00+00:00,reversal_bottom,tail_reversal,short_iron_condor,986,904
2022-02-23,2022-02-23 05:03:00+00:00,2022-02-23 05:04:00+00:00,q70_up,percentile_crossing,short_iron_condor,987,905
2022-02-23,2022-02-23 05:03:00+00:00,2022-02-23 05:04:00+00:00,q75_up,percentile_crossing,short_iron_condor,988,905
2022-02-23,2022-02-23 05:07:00+00:00,2022-02-23 05:08:00+00:00,q75_down,percentile_crossing,short_iron_condor,989,906
2022-02-23,2022-02-23 05:14:00+00:00,2022-02-23 05:15:00+00:00,zero_up,zero_crossing,short_iron_condor,990,907
2022-02-23,2022-02-23 05:19:00+00:00,2022-02-23 05:20:00+00:00,q80_up,percentile_crossing,short_iron_condor,991,908
2022-02-23,2022-02-23 05:31:00+00:00,2022-02-23 05:32:00+00:00,q80_down,percentile_crossing,short_iron_condor,992,909
2022-02-23,2022-02-23 06:22:00+00:00,2022-02-23 06:23:00+00:00,q85_up,percentile_crossing,short_iron_condor,993,910
2022-02-23,2022-02-23 06:29:00+00:00,2022-02-23 06:30:00+00:00,q85_down,percentile_crossing,short_iron_condor,994,911
2022-02-24,2022-02-24 05:01:00+00:00,2022-02-24 05:02:00+00:00,q70_up,percentile_crossing,short_iron_condor,995,912
2022-02-24,2022-02-24 05:06:00+00:00,2022-02-24 05:07:00+00:00,q70_down,percentile_crossing,short_iron_condor,996,913
2022-02-24,2022-02-24 05:17:00+00:00,2022-02-24 05:18:00+00:00,q75_up,percentile_crossing,short_iron_condor,997,914
2022-02-24,2022-02-24 05:17:00+00:00,2022-02-24 05:18:00+00:00,q80_up,percentile_crossing,short_iron_condor,998,914
2022-02-24,2022-02-24 05:17:00+00:00,2022-02-24 05:18:00+00:00,q85_up,percentile_crossing,short_iron_condor,999,914
2022-02-24,2022-02-24 05:17:00+00:00,2022-02-24 05:18:00+00:00,zero_up,zero_crossing,short_iron_condor,1000,914
2022-02-24,2022-02-24 05:18:00+00:00,2022-02-24 05:19:00+00:00,q90_up,percentile_crossing,short_iron_condor,1001,915
2022-02-24,2022-02-24 05:18:00+00:00,2022-02-24 05:19:00+00:00,q95_up,percentile_crossing,short_iron_condor,1002,915
2022-02-24,2022-02-24 08:08:00+00:00,2022-02-24 08:09:00+00:00,q95_down,percentile_crossing,short_iron_condor,1003,916
2022-02-24,2022-02-24 08:11:00+00:00,2022-02-24 08:12:00+00:00,q90_down,percentile_crossing,short_iron_condor,1004,917
2022-02-24,2022-02-24 08:11:00+00:00,2022-02-24 08:12:00+00:00,reversal_top,tail_reversal,long_iron_condor,1005,917
2022-02-24,2022-02-24 08:17:00+00:00,2022-02-24 08:18:00+00:00,q85_down,percentile_crossing,short_iron_condor,1006,918
2022-02-24,2022-02-24 08:18:00+00:00,2022-02-24 08:19:00+00:00,q75_down,percentile_crossing,short_iron_condor,1007,919
2022-02-24,2022-02-24 08:18:00+00:00,2022-02-24 08:19:00+00:00,q80_down,percentile_crossing,short_iron_condor,1008,919
2022-02-24,2022-02-24 08:19:00+00:00,2022-02-24 08:20:00+00:00,zero_down,zero_crossing,long_iron_condor,1009,920
2022-02-25,2022-02-25 05:32:00+00:00,2022-02-25 05:33:00+00:00,reversal_bottom,tail_reversal,short_iron_condor,1010,921
2022-02-28,2022-02-28 05:07:00+00:00,2022-02-28 05:08:00+00:00,q70_up,percentile_crossing,short_iron_condor,1011,922
2022-02-28,2022-02-28 05:09:00+00:00,2022-02-28 05:10:00+00:00,q75_up,percentile_crossing,short_iron_condor,1012,923
